track_uri,track,artist,artist_popularity,followers,artist_genre,track_popularity,album,playlist,danceability,valence,energy,tempo,loudness,speechiness,instrumentalness,liveness,acousticness,key
1jbHCJ8EtvoKfMMYy3bAlN,Mamma Mia,KARA,61,498019,"['k-pop', 'k-pop girl group']",57,카라(KARA) 6th Mini Album [Day&Night],kpop,0.697,0.8,0.927,128.084,-2.268,0.0772,0,0.1,0.0424,0
2MYfUH4Zo7gphaxmMVDrie,I will show you,AILEE,59,1059397,"['k-pop', 'korean pop']",10,Invitation,kpop,0.606,0.226,0.872,129.965,-2.114,0.0519,0,0.125,0.262,7
4wAjmojVxc6Wbeca9XvnDo,I Like That,SISTAR,53,941918,"['k-pop', 'k-pop girl group']",55,INSANE LOVE,kpop,0.564,0.882,0.867,154.882,-3.137,0.0881,0,0.737,0.0952,7
3y7ByLZ05tluscOTRgEJ9Y,Palette (feat. G-DRAGON),IU,72,7676977,['k-pop'],65,Palette,kpop,0.804,0.62,0.68,102.013,-3.81,0.2,0,0.102,0.458,0
4eiPbjcTEJDQcsv7WV0vfD,Why,TAEYEON,68,2655019,"['k-pop', 'pop']",54,Why - The 2nd Mini Album,kpop,0.615,0.315,0.879,105.026,-3.275,0.0377,0,0.0581,0.0702,6
67QGnT1Vdfuuy4HkLTUVjj,11:11,TAEYEON,68,2655019,"['k-pop', 'pop']",61,My Voice - The 1st Album (Deluxe Edition),kpop,0.445,0.511,0.528,203.155,-7.243,0.0744,0,0.155,0.677,10
5zbxw72g850H4fNMFEO7PC,Someone like U,Dalshabet,33,167384,"['k-pop', 'k-pop girl group']",41,The 9th Mini Album 'Naturalness',kpop,0.742,0.964,0.971,121.005,-1.687,0.0671,0,0.04,0.3,6
1067REIdzHeSuEOiiDBefP,Joker,Dalshabet,33,167384,"['k-pop', 'k-pop girl group']",42,Joker is Alive,kpop,0.788,0.884,0.893,126.042,-1.903,0.0572,0,0.0649,0.378,5
24EZdr3QD9P2jbTtYJn2ux,FRI. SAT. SUN,Dalshabet,33,167384,"['k-pop', 'k-pop girl group']",30,FRI. SAT. SUN,kpop,0.619,0.748,0.809,149.947,-2.283,0.0679,0,0.31,0.173,7
60zxdAqWtdDu0vYsbXViA7,FANCY,TWICE,81,16122933,"['k-pop', 'k-pop girl group']",0,FANCY YOU,kpop,0.699,0.795,0.866,132.023,-2.138,0.0446,0,0.648,0.0132,5
3mmLyEhphJAaW7hyEXAD8l,Some,BOL4,64,1646984,['k-pop'],0,Red Diary Page.1,kpop,0.659,0.782,0.799,103.99,-2.849,0.0629,0,0.0562,0.417,1
25aawb25AiIdfj5ctvr3Do,LOVE SCENARIO,iKON,62,3416638,"['k-pop', 'k-pop boy group']",0,NEW KIDS REPACKAGE : THE NEW KIDS,kpop,0.806,0.746,0.707,118.011,-4.623,0.0307,0,0.294,0.331,7
1wcr8DjnN59Awev8nnKpQ4,Drunk-Dazed,ENHYPEN,76,4839312,"['anime', 'k-pop boy group']",76,BORDER : CARNIVAL,kpop,0.599,0.453,0.869,132.889,-5.174,0.0618,0,0.0911,0.000707,5
6ssSzCx8vxqkYenaxJuObQ,You’re Pitiful,FIESTAR,34,145455,"['k-pop', 'k-pop girl group']",44,BLACK LABEL,kpop,0.786,0.67,0.851,120.037,-2.95,0.0457,0,0.0904,0.324,4
71kC79VjhOrFpLcPE8JMFw,Mirror,FIESTAR,34,145455,"['k-pop', 'k-pop girl group']",38,A Delicate Sense,kpop,0.793,0.472,0.755,112.01,-4.505,0.0286,1.00E-06,0.118,0.217,8
3CYH422oy1cZNoo0GTG1TK,Psycho,Red Velvet,76,7959535,"['k-pop', 'k-pop girl group']",79,‘The ReVe Festival’ Finale,kpop,0.664,0.405,0.666,139.987,-2.203,0.0446,0,0.0854,0.193,8
6koMMQlsRWBwHZXdtWxgUk,7월 7일 One Of These Nights,Red Velvet,76,7959535,"['k-pop', 'k-pop girl group']",53,The Velvet - The 2nd Mini Album,kpop,0.436,0.11,0.509,133.653,-5.161,0.0345,0,0.101,0.475,6
21C7B7PWYDW00czamOjleO,Fool,Red Velvet,76,7959535,"['k-pop', 'k-pop girl group']",41,Russian Roulette - The 3rd Mini Album,kpop,0.634,0.774,0.699,177.941,-3.898,0.109,5.99E-05,0.0673,0.527,1
2Mz2eRmejJLCDSD0jnRm0n,Heartbeat,2PM,53,726146,"['k-pop', 'k-pop boy group']",44,1:59PM,kpop,0.632,0.591,0.914,134.899,-3.513,0.142,0,0.134,0.00339,1
3nQ7liRYD6pXWAP0oVPtW2,우리집 My House,2PM,53,726146,"['k-pop', 'k-pop boy group']",59,No.5,kpop,0.557,0.781,0.74,176.021,-3.686,0.236,0,0.0663,0.00152,6
0K2UTvyyBPSmr0IccCWNZm,Hush,miss A,49,862124,"['k-pop', 'k-pop girl group']",56,HUSH,kpop,0.769,0.673,0.807,125.999,-3.453,0.0494,0,0.199,0.275,5
7kTKAdVVlDxve6Qr7Hm7Qc,Bad Girl Good Girl,miss A,49,862124,"['k-pop', 'k-pop girl group']",57,A Class,kpop,0.793,0.507,0.805,135.987,-4.224,0.0438,9.03E-05,0.0641,0.1,10
2NO4CA2TFvhGeg7XMz8PmT,Wedding Dress,TAEYANG,56,835651,['korean r&b'],57,Solar,kpop,0.729,0.707,0.669,133.943,-4.73,0.0347,0,0.129,0.122,0
4kD6ouOl6cKXBj6wh1mo82,History - Chinese Version,EXO-M,30,1040231,"['chinese idol pop', 'k-pop']",33,Mama - The 1st Mini Album (Chinese Version),kpop,0.771,0.62,0.825,110.849,-3.227,0.0829,0.000267,0.0408,0.000293,1
3bZCpnBZjoz78HuFfCDuVg,Somebody Else,SE7EN,37,155910,['k-pop'],29,SE7EN New Mini Album,kpop,0.616,0.374,0.855,125.047,-4.734,0.0411,0,0.301,0.00107,1
6GAXpDApLNCK6GKNUp72EM,Rainism,Rain,49,111989,['classic k-pop'],51,RAINISM,kpop,0.864,0.646,0.79,123.994,-5.358,0.102,0.0189,0.0863,0.03,9
7gH0gjbvNKZJtryOUNW2Yt,It′s Raining,Rain,49,111989,['classic k-pop'],43,It's Raining,kpop,0.783,0.385,0.875,103.953,-4.486,0.0663,0.0233,0.217,0.0172,1
345y6JePQqGMSO76yUkVpw,30 SEXY,Rain,49,111989,['classic k-pop'],33,Rain Effect - Special edition,kpop,0.775,0.914,0.77,109.522,-2.594,0.0413,0.000779,0.0624,0.0919,8
6QeTPzJibMTwtoRRzqZY5r,LA SONG,Rain,49,111989,['classic k-pop'],35,Rain Effect - Special edition,kpop,0.734,0.463,0.966,119.975,-1.905,0.169,0.000847,0.338,0.229,0
4iJyTp1KwCeBKhf7h0SwsD,REALLY REALLY,WINNER,57,2433633,"['k-pop', 'k-pop boy group']",64,FATE NUMBER FOR,kpop,0.765,0.581,0.77,103.005,-3.16,0.0592,0,0.0854,0.167,2
2iPxDFeN27VrKgGdZ0AIKw,Whiplash,NCT 127,72,6105782,"['k-pop', 'k-pop boy group']",57,NCT #127 CHERRY BOMB– The 3rd Mini Album,kpop,0.815,0.76,0.767,99.984,-6.119,0.182,0,0.19,0.0318,1
3gdqjIsKs7JqIE76JsNpG4,All I Wanna Do,Jay Park,67,1853058,"['k-pop', 'k-rap', 'korean r&b', 'pop']",0,Everything You Wanted,kpop,0.594,0.509,0.667,96.146,-6.867,0.267,0,0.0735,0.249,5
4O6aJs7sGvhcnMVOwCHC45,Yacht (K) [feat. Sik-K],Jay Park,67,1853058,"['k-pop', 'k-rap', 'korean r&b', 'pop']",0,Yacht (K) (feat. Sik-K),kpop,0.726,0.778,0.772,80.017,-4.373,0.113,0,0.195,0.451,10
2p980qlVXYLh3HdHusbhfa,풀어,DEAN,63,1297586,"['k-pop', 'korean r&b']",58,130 Mood : TRBL,kpop,0.89,0.758,0.501,126.949,-5.562,0.0589,0,0.103,0.0958,5
3uA8SjMyDtwtt0jLPMQbVD,D (Half Moon),DEAN,63,1297586,"['k-pop', 'korean r&b']",65,130 Mood : TRBL,kpop,0.512,0.519,0.765,169.709,-5.252,0.136,0,0.0573,0.246,7
7saJl9V0kRYGWuyeURHYNU,Yanghwa BRDG,Zion.T,57,552270,"['k-pop', 'k-rap', 'korean pop', 'korean r&b']",54,Yanghwa BRDG,kpop,0.539,0.37,0.436,87.111,-8.73,0.0504,0,0.151,0.726,3
0UzymivvUH5s8z4PeWZJaK,FEVER,ENHYPEN,76,4839312,"['anime', 'k-pop boy group']",78,BORDER : CARNIVAL,kpop,0.6,0.471,0.713,72.999,-5.079,0.0592,0,0.142,0.0642,6
3eHkFA3StDR9BU7EVrUFLs,WINE (Feat.Changmo) (Prod. SUGA),SURAN,54,1022629,"['k-pop', 'korean r&b']",58,WINE,kpop,0.62,0.502,0.644,145.87,-2.713,0.0447,0,0.105,0.314,4
6SG8lh7fWQ2bahP5WBYePn,We don't talk together (Prod. by SUGA),HEIZE,61,1065471,"['k-pop', 'korean pop', 'korean r&b']",64,We don’t talk together,kpop,0.629,0.308,0.736,97.883,-4.672,0.0401,0,0.333,0.039,7
5awNIWVrh2ISfvPd5IUZNh,PTT (Paint The Town),LOONA,65,2137652,"['k-pop', 'k-pop girl group']",68,[&],kpop,0.781,0.546,0.814,124.028,-2.437,0.1,1.92E-05,0.0565,0.0735,8
2bZIDMpzVooosmPHn0tHnd,STEREOTYPE,STAYC,68,1125058,"['k-pop', 'k-pop girl group']",71,STEREOTYPE,kpop,0.605,0.738,0.805,148.298,-3.212,0.0641,0,0.659,0.313,6
5BXr7hYZQOeRttkeWYTq5S,ASAP,STAYC,68,1125058,"['k-pop', 'k-pop girl group']",70,STAYDOM,kpop,0.764,0.323,0.802,132.02,-4.217,0.0351,0,0.189,0.102,0
52CBUrIdyf8tbZaUY9iawE,After School,Weeekly,55,517839,['k-pop'],71,We play,kpop,0.634,0.738,0.928,164.007,-1.609,0.0514,2.55E-06,0.0626,0.00719,1
0g1AmSKokPboFrxmG1dxKx,Some (feat. Lil Boi),SOYOU,52,358143,"['k-pop', 'korean pop']",62,Some,kpop,0.738,0.961,0.676,95.04,-3.025,0.0507,0,0.253,0.446,11
5ypObuDXm2XT7ipEE5yZMr,니가 하면 If You Do,GOT7,64,6361408,"['k-pop', 'k-pop boy group']",54,MAD,kpop,0.692,0.757,0.886,129.957,-1.642,0.0766,0,0.217,0.0557,8
0dcnrLo8s1rhjm8euGjI4n,DARARI,TREASURE,71,2409563,['k-pop'],76,THE SECOND STEP : CHAPTER ONE,kpop,0.716,0.552,0.638,84.955,-6.87,0.0392,0,0.0702,0.486,0
27zrFrtUtWl2urlvjOn5xc,Say Yes,Loco,62,359033,"['k-pop', 'korean r&b']",69,"Moonlovers - Scarlet Heart Ryeo (Original Television Soundtrack), Pt. 2",kpop,0.696,0.41,0.778,94.996,-4.653,0.0585,0,0.329,0.352,1
1D6lK8qADoErTTLkY4YBfM,Everytime,CHEN,60,1516770,['k-pop'],69,Descendants Of The Sun Pt.2 (Original Television Soundtrack),kpop,0.514,0.495,0.736,90.002,-4.364,0.0321,0,0.18,0.483,10
55mjIth3WxnK3p42uyRBwN,My Destiny,Lyn,49,261114,[],0,"My Love From the Star 별에서 온 그대 (Original Television Soundtrack), Pt. 1",kpop,0.346,0.107,0.437,127.145,-6.342,0.0423,4.23E-05,0.119,0.785,7
2nJDePK69THatYkjkjQFE8,You are so beautiful,Eddy Kim,46,353421,"['k-pop', 'korean pop', 'korean singer-songwriter']",56,"Guardian (Original Television Soundtrack), Pt. 5",kpop,0.491,0.518,0.554,151.736,-5.65,0.143,0,0.113,0.717,0
0Q5VnK2DYzRyfqQRJuUtvi,LOVE DIVE,IVE,74,1566716,['k-pop girl group'],84,LOVE DIVE,kpop,0.703,0.538,0.709,117.941,-4.169,0.0433,5.43E-05,0.333,0.00379,1
6wBpO4Xc4YgShnENGSFA1M,Sour Grapes,LE SSERAFIM,78,1245810,[],78,FEARLESS,kpop,0.779,0.72,0.801,139.998,-5.564,0.0457,0,0.108,0.395,6
37YoRLUu1qId0ewavgvnkG,Blue Flame,LE SSERAFIM,78,1245810,[],76,FEARLESS,kpop,0.781,0.765,0.725,112.045,-3.571,0.0452,0,0.0761,0.0281,4
3lSM3Wn3RJbzAAHzJ3sX1f,I'm so sick,Apink,54,1147194,"['k-pop', 'k-pop girl group']",0,ONE & SIX,kpop,0.594,0.777,0.81,123.752,-2.083,0.0531,0,0.0324,0.128,6
5SusX17QvBBkH7WfMbTU0j,NoNoNo,Apink,54,1147194,"['k-pop', 'k-pop girl group']",54,Secret Garden,kpop,0.74,0.745,0.908,105.996,-2.668,0.0327,0,0.0637,0.106,4
0l6w3GsvjJWdZHs3eXTjuL,就忘了吧,1K,47,3846,[],65,就忘了吧,cpop,0.524,0.41,0.653,131.979,-6.011,0.0325,0,0.241,0.488,10
69zgyr5HVKdInjeKpq1qHa,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,53,236879,"['mandopop', 'taiwan idol pop', 'taiwan pop']",65,"想見你想見你想見你(電視劇""想見你""片尾曲)",cpop,0.547,0.43,0.666,129.814,-5.694,0.0393,0,0.144,0.4,6
4bToS6CYQw8A9IDGPVmkjW,I Don't Gotta Know,Adam Fan,36,39121,['chinese idol pop'],51,I Don't Gotta Know,cpop,0.736,0.784,0.486,160.066,-8.529,0.38,0,0.351,0.28,4
0BVRfqRHpYnXnv9t5yp9ai,Reverse,CORSAK,55,37196,['chinese electropop'],51,Reverse,cpop,0.628,0.334,0.713,140.026,-5.139,0.0432,0.00029,0.106,0.0767,0
46fURCnWErjFdNM2yBJ2c8,永不失聯的愛,Eric Chou,66,1160082,['mandopop'],64,如果雨之後,cpop,0.289,0.531,0.43,169.511,-6.818,0.0332,0,0.101,0.624,10
7zyYmIdjqqiX6kLryb7QBx,以後別做朋友,Eric Chou,66,1160082,['mandopop'],62,學著愛,cpop,0.423,0.291,0.36,130.576,-9.458,0.0372,0,0.105,0.728,3
2gug6MRv4xQFYi9LA3PJCS,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",Eric Chou,66,1160082,['mandopop'],65,"愛,教會我們的事",cpop,0.439,0.535,0.477,159.819,-5.638,0.0307,0,0.114,0.643,10
5cU1O9P0EDA0rPkPDykhIm,怎麼了,Eric Chou,66,1160082,['mandopop'],63,終於了解自由 (Deluxe),cpop,0.502,0.253,0.565,139.926,-7.779,0.0358,5.55E-05,0.156,0.696,9
4ijVXVyhXX0tYrEUh3iCgt,Something about LA,Eric Chou,66,1160082,['mandopop'],46,終於了解自由 (Deluxe),cpop,0.587,0.425,0.651,79.989,-6.92,0.0527,0,0.0822,0.419,7
0sv8Jj01Hrgx9k1kfb3x7M,Over You,Gen Neo,38,28821,['chinese electropop'],36,Over You,cpop,0.726,0.639,0.649,88.021,-5.549,0.0502,0,0.0998,0.485,4
4RYrzmuOXhr1GoqD8d7zmF,总有个人,GONG,26,7346,['chinese electropop'],22,GONG,cpop,0.604,0.314,0.641,135.975,-4.6,0.0283,0,0.124,0.105,8
6fqbi3fyK2FtaFYnfCI6cX,長江絕戀,Ice Paper,45,24358,"['chinese hip hop', 'chinese viral pop']",43,金陵九歌,cpop,0.619,0.277,0.528,171.929,-5.908,0.105,1.92E-06,0.107,0.807,5
7xt8ZbmkVirI7YRKBQ1A4K,Monster - Chinese Version,Henry,57,461514,"['k-pop', 'korean pop']",31,Monster,cpop,0.475,0.369,0.383,117.128,-7.815,0.0355,0,0.137,0.801,9
3IP4qSMfGeqI2XqHFf25sj,芒种,音阙诗听,50,78034,"['chinese viral pop', 'mainland chinese pop', 'zhongguo feng']",61,芒种,cpop,0.781,0.548,0.656,99.981,-5.862,0.031,0.0689,0.114,0.723,8
3OWTiOvc1numNmjqpKfq3V,易燃易爆炸,陳粒,49,114787,"['chinese indie', 'chinese minyao', 'chinese singer-songwriter']",48,如也,cpop,0.658,0.11,0.338,115.129,-9.179,0.0525,6.46E-05,0.11,0.945,10
0wfgC4PipatRkF9VMRtYuF,for ya,蔣小呢,0,3314,['chinese viral pop'],2,for ya,cpop,0.616,0.447,0.509,91.008,-8.244,0.0375,0,0.112,0.613,8
7aZ9cGNbHYZSYtEDwQ74PG,11,米卡,39,6496,['chinese talent show'],37,11,cpop,0.451,0.36,0.573,147.91,-5.334,0.0294,0,0.383,0.145,4
2iC7QokDkeZ8pfzdMAaP82,"爱,存在",王靖雯,54,32969,['chinese viral pop'],0,"爱,存在",cpop,0.355,0.301,0.262,177.718,-12.507,0.0461,0,0.305,0.773,4
6ovYjYHAUgelJdU2BuIua5,做我的猫,满舒克,42,17693,"['chinese hip hop', 'chinese viral pop']",36,做我的猫,cpop,0.813,0.375,0.597,108.037,-6.93,0.0469,2.03E-05,0.048,0.0304,9
7rl9pIk2XET578hfasrmJ4,茫,李润祺,38,7289,"['chinese singer-songwriter', 'chinese viral pop']",20,Before.19,cpop,0.587,0.209,0.417,130.048,-7.385,0.0339,0,0.0621,0.546,11
4LSPhOVHew694KG2IAA6Ap,Crush On,李浩瑋 Howard Lee,51,34228,"['chinese r&b', 'taiwan hip hop']",58,Diamond In The Rough,cpop,0.475,0.571,0.522,74.755,-6.351,0.118,0,0.153,0.634,7
3BR2pyEvbTwVhE0qpGEMaX,渐暖,時代少年團,44,73565,['chinese idol pop'],45,渐暖,cpop,0.661,0.562,0.771,114.974,-5.463,0.0297,0,0.115,0.343,2
54XSnFwtDKi6FaYUUnnJhj,粉霧海,易烊千璽,35,125219,"['chinese idol pop', 'mainland chinese pop']",37,粉霧海,cpop,0.698,0.217,0.457,120.066,-9.529,0.0381,1.29E-05,0.219,0.546,9
3TgQQbiozU79fO0BiCVWgI,Nothing To Lose,易烊千璽,35,125219,"['chinese idol pop', 'mainland chinese pop']",29,Nothing To Lose,cpop,0.852,0.231,0.427,129.924,-7.51,0.0614,0.000945,0.0918,0.136,4
0NkxOsoNjH3yKZVTGtvZaS,Fall,易烊千璽,35,125219,"['chinese idol pop', 'mainland chinese pop']",20,Fall,cpop,0.808,0.865,0.577,139.991,-8.229,0.0496,2.79E-06,0.179,0.268,1
1mtoiqufi0qyFPH75VOjCs,Light Orange Island,Youth With You,32,7059,[],22,"OUI ""SONG REQUEST""",cpop,0.488,0.233,0.335,68.557,-13.495,0.063,0,0.131,0.658,9
2elRy8aE6udm6aCo4j1HKY,說謊,Yoga Lin,56,507500,"['chinese r&b', 'mandopop', 'taiwan pop']",30,感官世界,cpop,0.54,0.22,0.474,128.051,-7.589,0.0294,0,0.118,0.372,10
3Uw9U1f3PT7Qot9frhpPWX,银河与星斗,yihuik苡慧,48,34833,['chinese viral pop'],56,银河与星斗,cpop,0.578,0.523,0.498,162.015,-8.283,0.0358,0,0.326,0.6,10
2wObShFfEpKWTdpVQCMsDg,都不懂,yihuik苡慧,48,34833,['chinese viral pop'],52,都不懂,cpop,0.793,0.397,0.423,115.11,-7.405,0.0815,0,0.181,0.762,1
5DPLDb5WzdFeU52l57awob,苦茶 - 心动版,Yihuik苡慧,41,4265,['chinese viral pop'],0,苦茶 (心动版),cpop,0.794,0.702,0.441,128.085,-8.406,0.0496,5.91E-06,0.135,0.246,9
6O08YZmZukxmZzeZnzOXMF,哎呦喂,yangyang,28,3835,['chinese viral pop'],45,哎呦喂,cpop,0.736,0.42,0.475,143.04,-10.722,0.146,0,0.143,0.237,1
5yNwKMIQC5CeRofDRbcYTX,Dumb Dumb Bomb,THE9,29,40689,['chinese idol pop'],36,虚实X境,cpop,0.867,0.857,0.808,128.011,-6.292,0.0648,0,0.0746,0.103,4
2gx4ritqHt3wJ0fJOY8IQt,斯芬克斯 (Sphinx),THE9,29,40689,['chinese idol pop'],35,斯芬克斯X謎 (Sphinx X),cpop,0.654,0.639,0.873,149.943,-3.469,0.218,0,0.648,0.0692,9
7Ki8b6jPtwoF9aBINZmqG3,I Could,sunkis,44,11595,['chinese r&b'],42,I Could,cpop,0.631,0.486,0.39,180.05,-7.144,0.102,0,0.118,0.628,9
6riw7EvS6amwDkv7RXsQAG,trust me,sunkis,44,11595,['chinese r&b'],56,trust me,cpop,0.756,0.239,0.467,128.898,-9.064,0.115,0,0.115,0.746,4
7uwJwSKpmzZH7p7imm4f1P,No Reason,Ryan.B,49,32676,"['chinese hip hop', 'chinese viral pop']",59,No Reason,cpop,0.542,0.345,0.485,176.074,-7.718,0.146,0,0.0824,0.842,2
6LAHkI7op52Y4NoK2PGMlH,放個大招給你看 (OPPO Reno 宣傳曲),Ryan.B,49,32676,"['chinese hip hop', 'chinese viral pop']",54,放個大招給你看 (OPPO Reno 宣傳曲),cpop,0.704,0.921,0.576,206.072,-4.962,0.0967,0,0.0865,0.654,8
3mAc5QY56d5Zl1MbvnWybK,太陽,Pika Chiu,38,12112,['taiwan singer-songwriter'],55,邱振哲<遠行的太陽>首張創作專輯,cpop,0.609,0.227,0.595,124.081,-5.349,0.0325,0,0.127,0.327,3
4yOMpzImEy2xWT5e5i1cAD,敏感(LH x Z.TAO),Lu Han,47,880692,"['chinese electropop', 'chinese idol pop', 'mainland chinese pop', 'mandopop']",42,敏感(LH x Z.TAO),cpop,0.799,0.429,0.543,90.018,-5.966,0.096,0,0.118,0.424,7
2ckGH6FtxWeAv0SskcREd1,Manta,Lexie Liu,59,111763,['chinese electropop'],50,无限意识 Meta Ego,cpop,0.709,0.423,0.695,95.973,-4.289,0.0371,0,0.117,0.157,11
18bn40LGPlEkKPLs2OWgUS,Hug me,KUN,44,188375,['chinese idol pop'],54,Hug me,cpop,0.418,0.484,0.62,72.734,-5.52,0.453,1.74E-06,0.228,0.467,6
4OoO0q9DrsT0pSHvA435KF,情人,KUN,44,188375,['chinese idol pop'],56,情人,cpop,0.618,0.438,0.578,86.06,-7.521,0.0815,0,0.101,0.249,10
3Ym4IjB3lfMIAjMF37teZo,LOSE CONTROL 失控,LAY,53,1443591,"['chinese electropop', 'chinese idol pop', 'k-pop']",36,LOSE CONTROL – The 1st Mini Album,cpop,0.799,0.617,0.645,115.561,-4.545,0.0425,0,0.125,0.139,8
49akfWUMpemZGKyPPVHfRu,what U need? 你要什么,LAY,53,1443591,"['chinese electropop', 'chinese idol pop', 'k-pop']",22,LOSE CONTROL – The 1st Mini Album,cpop,0.705,0.949,0.629,94.862,-2.415,0.115,0,0.0324,0.16,0
0dnB3u4wKs7UfbzsCsxD0g,MYM,LAY,53,1443591,"['chinese electropop', 'chinese idol pop', 'k-pop']",29,LOSE CONTROL – The 1st Mini Album,cpop,0.789,0.423,0.661,119.97,-5.181,0.0446,0,0.24,0.0861,0
0WNodcT2mn3fX8NwsYxCp8,輸情歌,J.Sheon,48,137775,"['mandopop', 'taiwan pop', 'taiwan singer-songwriter']",43,輸情歌,cpop,0.632,0.561,0.328,149.942,-8.239,0.0431,0,0.199,0.784,5
5NwtQOZ3nlPXqvodEIoyt6,溫度,Julia Wu,52,163394,"['chinese electropop', 'mandopop', 'taiwan pop']",42,5:30,cpop,0.666,0.747,0.64,95.036,-7.838,0.0273,0,0.194,0.717,1
2PNDZp0ultOJrQL4AVENPO,FaceTime,Karencici,47,41837,"['chinese electropop', 'chinese r&b']",38,SHA YAN,cpop,0.733,0.201,0.32,93.982,-10.364,0.0496,0,0.0724,0.596,9
78lzx5aGQeXPLTL4vhIdi6,春風吹,Khalil Fong,53,265098,"['cantopop', 'chinese indie', 'chinese r&b', 'mandopop']",30,The Soulboy Collection,cpop,0.864,0.54,0.204,134.97,-12.674,0.413,0,0.131,0.319,9
5TkQbhQm9BXONk2agDo4w9,紅豆,Khalil Fong,53,265098,"['cantopop', 'chinese indie', 'chinese r&b', 'mandopop']",53,Timeless,cpop,0.484,0.256,0.248,121.969,-13.931,0.0466,1.66E-05,0.319,0.386,6
0n7Ij8XEDfYYFRgBQjNjnf,愛你,Kimberley Chen,49,142112,['mandopop'],58,Kimberley首张同名专辑,cpop,0.552,0.142,0.521,144.027,-6.721,0.0286,0,0.0901,0.333,9
6MrVXeEMf0MULWdclDk4sI,R&B All Night,KnowKnow,43,36562,['chinese hip hop'],49,Mr. Enjoy Da Money,cpop,0.761,0.799,0.545,78.034,-8.188,0.144,4.53E-05,0.0456,0.00638,11
3hXPLhV6Z9Lovhg7daM09I,等你的季節,劉詩詩,23,1361,['chinese drama ost'],41,步步驚心主題曲原聲EP,cpop,0.452,0.428,0.395,152.053,-8.505,0.0288,0,0.191,0.799,6
5ql8N4h66Hqse2hTameDqH,一念執著,胡歌,32,11941,['mainland chinese pop'],41,步步驚心主題曲原聲EP,cpop,0.521,0.498,0.507,97.987,-7.603,0.0289,0,0.121,0.715,3
1xjDvv3wvcB49iVggnn7iK,有点甜,Silence Wang,53,186963,"['chinese singer-songwriter', 'mainland chinese pop', 'mandopop']",0,万有引力,cpop,0.696,0.421,0.586,104.984,-6.801,0.0353,0,0.102,0.68,4
3IveWAHTMxZA4KYBPnylq5,飞鸟和蝉,Ren Ran,61,266104,"['mainland chinese pop', 'mandopop']",0,飞鸟和蝉,cpop,0.569,0.321,0.567,147.962,-7.142,0.0527,0,0.222,0.749,10
2D2pqz9UjxOsLbucKFAHTV,我的新衣 (feat. Ty. & 王倩倩),VaVa,40,58800,['chinese hip hop'],47,21,cpop,0.586,0.648,0.816,179.896,-6.736,0.199,4.08E-05,0.169,0.0757,6
5FCICpVP6esEhKY7dxLU7T,心引力,王俊凱,36,63820,"['chinese idol pop', 'mainland chinese pop']",50,心引力,cpop,0.433,0.466,0.455,187.648,-12.767,0.1,0,0.0879,0.133,11
1qC4WWHjOBmldotqL15dnD,咖啡 (LH x KW),Lu Han,47,880692,"['chinese electropop', 'chinese idol pop', 'mainland chinese pop', 'mandopop']",45,咖啡 (LH x KW),cpop,0.769,0.326,0.595,95.015,-5.926,0.0416,0,0.107,0.0447,10
2D3RLHYuPLrHsisgYbFnSv,陷入愛情 (電視劇《你是我的榮耀》插曲),希林娜依·高,24,1617,[],41,陷入愛情 (電視劇《你是我的榮耀》插曲),cpop,0.603,0.137,0.396,103.95,-8.42,0.0361,4.13E-06,0.111,0.686,5
0FfdtQrD9kT42o6Anv4uDn,大魚 - 唱片版,周深,55,228130,"['chinese talent show', 'mainland chinese pop']",55,深的深,cpop,0.355,0.117,0.376,140.19,-11.062,0.0322,0.000109,0.0947,0.449,10
0ePO5daromjaeBDhNR8YwA,夏天的夏,吴炳文,30,367,['chinese viral pop'],34,夏天的夏,cpop,0.742,0.328,0.398,119.893,-9.24,0.0644,0,0.0948,0.754,11
7rDH8envP8lInssoc5fyu6,收藏,yihuik苡慧,48,34833,['chinese viral pop'],29,收藏,cpop,0.579,0.187,0.341,119.756,-10.372,0.0319,0,0.342,0.754,3
7mauRaccD3RaEWdW2SPzPj,梁山伯與茱麗葉,Gary Chaw,44,83993,"['malaysian mandopop', 'mandopop']",43,十年曹格 「小小」特別企劃數位精選,cpop,0.666,0.659,0.574,120.019,-6.497,0.0289,0,0.0911,0.78,2
1ZsPPPhXyjv5C8f0WeVAoA,不潮不用花錢,JJ Lin,66,2366582,"['mandopop', 'singaporean mandopop', 'singaporean pop']",48,JJ陸,cpop,0.789,0.646,0.701,112.005,-5.177,0.0318,1.93E-06,0.0814,0.201,9
5OFtU1YvHPw9WSHJxoZi3r,小酒窩,JJ Lin,66,2366582,"['mandopop', 'singaporean mandopop', 'singaporean pop']",33,林俊傑2003年-2010年作品精選集,cpop,0.639,0.347,0.443,95.087,-6.156,0.0259,0,0.108,0.767,3
07DWACsD58aEdq6XnDadLh,手心的薔薇,JJ Lin,66,2366582,"['mandopop', 'singaporean mandopop', 'singaporean pop']",62,新地球,cpop,0.422,0.17,0.499,86.948,-5.702,0.0278,0,0.276,0.849,7
